unique_id,country,city,airport,phone_number,opening_time,closing_time,main_contact,state
271,China,Zhaotong,Victor X-ray Quebec Yankee India Mike Sierra Hotel Juliett Delta Lima Zulu Foxtrot,729-7450,"error: invalid date ""08:00""",Blue,Maryl,ACTIVE
272,Czech Republic,Kunčice pod Ondřejníkem,Papa Mike Whiskey November X-ray Golf Yankee Zulu Tango Alfa Hotel Juliett Foxtrot India Lima Victor Charlie Quebec Uniform,688-0452,"error: invalid date ""08:00""",Teal,Brier,ACTIVE
273,China,Donglai,Kilo Papa India Charlie Golf Foxtrot Bravo Whiskey Echo November Sierra Tango Oscar Quebec Romeo,370-7939,"error: invalid date ""08:00""",Khaki,Lynea,ACTIVE
274,China,Fuzhou,Hotel Kilo Bravo Whiskey Oscar Lima Mike X-ray Foxtrot Victor Alfa Echo Romeo Sierra Uniform Quebec,283-5032,"error: invalid date ""08:00""",Purple,Charil,ACTIVE
275,Indonesia,Bireun,Hotel Quebec Alfa Mike Charlie Yankee Uniform Juliett Foxtrot Whiskey Bravo,057-7029,"error: invalid date ""08:00""",Goldenrod,Dannie,ACTIVE
276,Indonesia,Tanjung Raja,Yankee Uniform Sierra Juliett Kilo Charlie Mike Delta Golf Lima Tango,090-6948,"error: invalid date ""08:00""",Mauv,Emlynne,ACTIVE
277,China,Shuangbaiyang,Charlie Lima Papa Golf X-ray Whiskey Kilo Mike Juliett Echo Yankee Quebec Delta,140-0349,"error: invalid date ""08:00""",Maroon,Trixie,ACTIVE
278,Indonesia,Sadang Kulon,Sierra Bravo Victor Lima Golf Hotel Kilo Juliett Whiskey November Delta India Yankee Uniform,112-0112,"error: invalid date ""08:00""",Mauv,Adah,ACTIVE
279,Mongolia,Tsalgar,Quebec Charlie Whiskey Mike Lima Echo November Romeo Sierra India,076-4048,"error: invalid date ""08:00""",Crimson,Nannette,ACTIVE
280,Indonesia,Gungguh,Delta Whiskey Bravo Romeo Yankee Sierra Juliett Papa Tango India Hotel Oscar Zulu Charlie Kilo Uniform November Golf Echo,668-7377,"error: invalid date ""08:00""",Maroon,Em,ACTIVE
281,Mexico,Ricardo Flores Magon,Whiskey Bravo Sierra Romeo Alfa Uniform Charlie Tango Echo Zulu Hotel Oscar Lima Mike,139-1144,"error: invalid date ""08:00""",Goldenrod,Farrand,ACTIVE
282,Thailand,Lam Sonthi,Oscar Sierra Echo Hotel Foxtrot India Juliett Mike Quebec Alfa November Kilo Zulu Whiskey,800-3063,"error: invalid date ""08:00""",Aquamarine,Lauri,ACTIVE
283,Indonesia,Tembayangan Barat,Juliett Foxtrot Mike Alfa X-ray Bravo Oscar November Charlie Kilo Papa Romeo Yankee Hotel Delta,417-3395,"error: invalid date ""08:00""",Red,Stella,ACTIVE
284,France,Paris 02,Quebec November Charlie Uniform Echo Alfa Zulu Mike Sierra Hotel Yankee Kilo Foxtrot,125-8873,"error: invalid date ""08:00""",Aquamarine,Heath,ACTIVE
285,Ukraine,Svitlovods’k,Lima Tango Kilo Bravo Papa Yankee Victor India Uniform Quebec Sierra Echo Alfa Juliett Delta Whiskey Zulu X-ray,464-3755,"error: invalid date ""08:00""",Green,Hermina,ACTIVE
286,Yemen,Dhahi,Bravo Quebec Delta X-ray Tango Romeo India Victor Sierra Oscar November,985-0638,"error: invalid date ""08:00""",Pink,Alexia,ACTIVE
287,Sweden,Linköping,Alfa Victor Zulu Tango Uniform India Kilo Echo Golf November Romeo Whiskey X-ray Foxtrot Mike Sierra Yankee Oscar,737-1305,"error: invalid date ""08:00""",Goldenrod,Betsy,ACTIVE
288,Palestinian Territory,Dayr Dibwān,Uniform Bravo Charlie Zulu X-ray Tango Victor Kilo Whiskey Papa Juliett Lima India Foxtrot Mike Echo Golf Hotel November,310-7334,"error: invalid date ""08:00""",Khaki,Liv,ACTIVE
289,Palestinian Territory,Faḩmah,Quebec Bravo Lima Papa Juliett Foxtrot Whiskey Zulu Echo Oscar Uniform Hotel Alfa,590-4035,"error: invalid date ""08:00""",Blue,Pepi,ACTIVE
290,Micronesia,Madolenihm Municipality Government,Whiskey Quebec Sierra Victor Yankee Zulu Juliett Romeo Golf Tango Kilo Lima X-ray,953-7434,"error: invalid date ""08:00""",Turquoise,Janey,ACTIVE
291,China,Dongting,Bravo Foxtrot Romeo Lima Yankee Zulu Charlie Golf Alfa Oscar Sierra Delta India Papa Echo Mike,836-0965,"error: invalid date ""08:00""",Aquamarine,Meryl,ACTIVE
292,Russia,Primorsko-Akhtarsk,Oscar Zulu Charlie Hotel Bravo Alfa Foxtrot Quebec Echo Yankee Whiskey Juliett Romeo,600-7430,"error: invalid date ""08:00""",Purple,Dode,ACTIVE
293,Sweden,Mariestad,Sierra Whiskey Echo Romeo Papa Golf Lima Mike Delta Foxtrot Bravo India,925-6818,"error: invalid date ""08:00""",Blue,Gwyn,ACTIVE
294,Thailand,Det Udom,Sierra Kilo Delta Juliett Echo Quebec Romeo Charlie X-ray Bravo Alfa Mike,983-5827,"error: invalid date ""08:00""",Indigo,Mellie,ACTIVE
295,Poland,Milanówek,India Charlie Echo Yankee Zulu Whiskey Bravo Papa Kilo Sierra Golf November Mike,784-2926,"error: invalid date ""08:00""",Goldenrod,Catina,ACTIVE
296,China,Lujiao,Romeo Bravo Charlie X-ray Kilo Victor Hotel Echo Tango Oscar Golf Zulu Alfa Quebec India November Uniform Lima Sierra Foxtrot,782-5896,"error: invalid date ""08:00""",Crimson,Catlaina,ACTIVE
297,China,Rawa,Golf Charlie Mike Papa Kilo Hotel Tango Uniform Sierra Delta Echo Quebec Alfa Oscar Romeo Foxtrot Victor Yankee Zulu,361-4527,"error: invalid date ""08:00""",Mauv,Pammie,ACTIVE
298,Indonesia,Air Bangis,Oscar Charlie X-ray Juliett Mike Zulu Uniform Lima Tango India Quebec Victor Yankee Whiskey Hotel,627-1434,"error: invalid date ""08:00""",Aquamarine,Trudi,ACTIVE
299,Brazil,Igarapé,Foxtrot X-ray Yankee Romeo Mike Victor Hotel Lima India Golf Oscar Tango Quebec Bravo Alfa Whiskey Sierra,845-3339,"error: invalid date ""08:00""",Turquoise,Queenie,ACTIVE
300,United States,Maple Plain,India Whiskey Delta Golf Bravo Oscar Foxtrot Uniform Romeo Alfa Zulu X-ray Juliett,735-5916,"error: invalid date ""08:00""",Puce,Loise,ACTIVE
301,China,Yangba,Papa X-ray Bravo Whiskey Charlie Romeo Mike Yankee Victor India Tango Hotel Zulu Lima,178-3520,"error: invalid date ""08:00""",Khaki,Kelcey,ACTIVE
302,Sweden,Trelleborg,India X-ray Zulu Victor Sierra Golf Bravo Papa Tango Lima Romeo November Whiskey Echo Kilo Oscar Yankee Hotel,000-8326,"error: invalid date ""08:00""",Maroon,Zandra,ACTIVE
303,Syria,Al Mushannaf,Quebec Victor India Hotel Golf November Whiskey Yankee Uniform Juliett Alfa Delta Foxtrot Tango X-ray Romeo Mike Papa Echo Charlie,827-1030,"error: invalid date ""08:00""",Red,Stormy,ACTIVE
304,Madagascar,Ankazondandy,Charlie Tango Victor Hotel Juliett Zulu Quebec Delta Romeo Lima India Bravo Mike Kilo Sierra Foxtrot,568-3458,"error: invalid date ""08:00""",Yellow,Tammi,ACTIVE
305,China,Shuanglu,Oscar Charlie Juliett Romeo Alfa Golf Foxtrot Tango Whiskey Sierra Papa Lima Victor Yankee India Mike Uniform Zulu,117-7440,"error: invalid date ""08:00""",Aquamarine,Felicity,ACTIVE
306,China,Liuji,Hotel Juliett Lima Delta November Victor Papa Yankee Golf Sierra Uniform Alfa Bravo Mike Oscar,380-7545,"error: invalid date ""08:00""",Goldenrod,Zonda,ACTIVE
307,China,Lingbei,Papa Mike India Delta Yankee Juliett Golf Sierra Quebec Uniform Kilo Lima Echo Oscar Romeo Tango Foxtrot Zulu Alfa,114-4329,"error: invalid date ""08:00""",Fuscia,Gypsy,ACTIVE
308,Sweden,Jönköping,Sierra Yankee Hotel Alfa Uniform Juliett Echo Delta Papa Bravo X-ray Oscar India Zulu Lima Charlie Golf Tango Quebec,357-2231,"error: invalid date ""08:00""",Maroon,Saudra,ACTIVE
309,China,Haiyangsuo,Romeo Golf Victor Lima Quebec Bravo Foxtrot Delta Tango Sierra Yankee November Papa India X-ray Kilo Uniform Alfa,811-7071,"error: invalid date ""08:00""",Khaki,Allianora,ACTIVE
310,Tanzania,Rujewa,Victor Yankee Mike Papa Oscar Lima Echo Golf Alfa Juliett Uniform November Whiskey Tango India Quebec Sierra Bravo X-ray Charlie,046-0670,"error: invalid date ""08:00""",Aquamarine,Claretta,ACTIVE
311,Canada,Les Coteaux,Tango Mike November Zulu Romeo Hotel India Lima Whiskey Papa Yankee Bravo Uniform Kilo Sierra Foxtrot X-ray Echo Charlie,247-1770,"error: invalid date ""08:00""",Fuscia,Althea,ACTIVE
312,China,Choujiang,X-ray Romeo Oscar Tango Foxtrot Delta Sierra Charlie Uniform Kilo Bravo Quebec Echo November,501-3621,"error: invalid date ""08:00""",Maroon,Patrice,ACTIVE
313,France,Pau,Tango Juliett Hotel X-ray Quebec Golf Yankee Sierra Charlie Alfa Echo Foxtrot November Delta Whiskey Bravo Mike,370-6964,"error: invalid date ""08:00""",Green,Tanya,ACTIVE
314,China,Ziyang,Victor Alfa Golf Sierra Kilo Echo Quebec Papa Romeo Lima Mike Uniform Juliett Yankee Whiskey,936-8125,"error: invalid date ""08:00""",Red,Noami,ACTIVE
315,Ecuador,La Libertad,Victor Whiskey Oscar Kilo Yankee Golf Bravo November Charlie Sierra Foxtrot Mike Tango Lima X-ray,195-9414,"error: invalid date ""08:00""",Purple,Adrian,ACTIVE
316,Mexico,San Rafael,Charlie X-ray Uniform Juliett Sierra Delta Foxtrot Kilo Yankee November Zulu Bravo Tango India Echo Mike Romeo Golf Hotel Oscar,395-3450,"error: invalid date ""08:00""",Puce,Brittaney,ACTIVE
317,Poland,Łobez,Whiskey Lima X-ray Yankee India Delta Bravo Sierra Foxtrot Juliett Echo Kilo Alfa Tango Charlie Victor Golf,186-5558,"error: invalid date ""08:00""",Violet,Rhona,ACTIVE
318,Indonesia,Banaran,Whiskey Sierra November Oscar Quebec Mike X-ray Lima Charlie Romeo Kilo Uniform,215-6292,"error: invalid date ""08:00""",Maroon,Modesty,ACTIVE
319,Vietnam,Thị Trấn Ngan Dừa,Mike Uniform Zulu Yankee Juliett Hotel Alfa Oscar Tango Delta Charlie Bravo Kilo Sierra Golf Foxtrot Victor X-ray,004-3404,"error: invalid date ""08:00""",Pink,Arleta,ACTIVE
320,Latvia,Riebiņi,Charlie Bravo Quebec Lima Sierra Zulu Hotel Victor Romeo Papa Mike Delta Uniform Foxtrot Whiskey Echo,052-1784,"error: invalid date ""08:00""",Aquamarine,Tiphany,ACTIVE
321,Portugal,Santa Cruz das Flores,Zulu Alfa Mike Oscar Yankee Delta Bravo Charlie Echo Tango Lima Kilo Papa November Whiskey,224-2672,"error: invalid date ""08:00""",Goldenrod,Bonita,ACTIVE
322,Philippines,Liloy,Yankee Hotel Whiskey Quebec Alfa Charlie Echo X-ray Uniform November,143-9468,"error: invalid date ""08:00""",Aquamarine,Rachelle,ACTIVE
323,Greece,Koilás,Echo Delta Foxtrot Uniform Romeo November Hotel Kilo Yankee Golf X-ray Mike Quebec Charlie Alfa Tango,427-4134,"error: invalid date ""08:00""",Khaki,Hilary,ACTIVE
324,Indonesia,Warung Wetan,Golf Quebec Juliett November Victor Foxtrot India Mike Lima Oscar,298-1566,"error: invalid date ""08:00""",Maroon,Donna,ACTIVE
325,Russia,Kimil’tey,Alfa Zulu India Juliett Kilo Romeo November Hotel Oscar Golf Sierra Yankee Foxtrot Lima,736-7635,"error: invalid date ""08:00""",Khaki,Morganne,ACTIVE
326,China,Yangzhou,Quebec Oscar Romeo Bravo Hotel X-ray Tango Foxtrot Delta Whiskey Uniform Lima Mike Juliett Victor India Kilo Yankee,968-2685,"error: invalid date ""08:00""",Fuscia,Henrieta,ACTIVE
327,United States,Oklahoma City,November Yankee Mike Oscar Uniform Zulu Quebec Juliett Charlie Papa Hotel,250-9535,"error: invalid date ""08:00""",Aquamarine,Rodi,ACTIVE
328,Finland,Lumijoki,November Whiskey Juliett Zulu Bravo Victor Kilo Tango Quebec Alfa Papa Yankee Lima Mike Sierra,730-3650,"error: invalid date ""08:00""",Orange,Portia,ACTIVE
329,Ethiopia,Turmi,Quebec Alfa Echo Hotel Juliett Oscar November Romeo India Foxtrot Mike X-ray Bravo Lima Delta Charlie Sierra,202-3474,"error: invalid date ""08:00""",Puce,Giustina,ACTIVE
330,Poland,Międzybrodzie Bialskie,Zulu Hotel Uniform Golf Bravo Mike Romeo Alfa Echo Delta Kilo Oscar Tango Yankee Quebec Foxtrot Charlie Juliett India Lima,820-0942,"error: invalid date ""08:00""",Fuscia,Kimberly,ACTIVE
331,China,Xin’andu,Yankee Whiskey X-ray Alfa Mike Delta Golf Foxtrot Charlie Oscar Uniform,439-0484,"error: invalid date ""08:00""",Mauv,Kristyn,ACTIVE
332,Indonesia,Randu,Kilo Bravo Tango Alfa November Zulu Yankee Papa Golf Hotel Quebec Mike Charlie Lima,758-6116,"error: invalid date ""08:00""",Teal,Caro,ACTIVE
333,Tajikistan,Shaydon,Hotel Oscar Victor Juliett Zulu Echo Uniform Tango Quebec Papa Bravo Alfa Foxtrot Yankee November India Mike Golf Whiskey,756-3831,"error: invalid date ""08:00""",Orange,Norri,ACTIVE
334,Indonesia,Arjasari,Echo X-ray Oscar Papa India Tango Lima Whiskey Delta Bravo Victor Mike Charlie Zulu Alfa,528-4140,"error: invalid date ""08:00""",Yellow,Sasha,ACTIVE
335,Philippines,Kiupo,November Whiskey Tango Mike Hotel Echo Quebec Zulu Romeo Uniform Papa Victor Yankee Alfa Lima Oscar Sierra X-ray Foxtrot,200-5776,"error: invalid date ""08:00""",Maroon,Sibyl,ACTIVE
336,France,Rennes,Papa X-ray India Romeo Tango Bravo Whiskey November Hotel Juliett Lima Zulu Yankee Echo Oscar Foxtrot,375-5774,"error: invalid date ""08:00""",Red,Therese,ACTIVE
337,China,Xinning,Quebec Sierra Mike Bravo Whiskey Yankee Tango Victor Golf Charlie Foxtrot X-ray Juliett Kilo Lima Echo,442-2684,"error: invalid date ""08:00""",Violet,Gilda,ACTIVE
338,Tunisia,Beni Khiar,Whiskey Zulu Charlie Bravo Foxtrot Golf X-ray Lima Hotel Papa,162-2910,"error: invalid date ""08:00""",Purple,Roxana,ACTIVE
339,Indonesia,Karanggeneng,November India Yankee X-ray Papa Mike Delta Zulu Tango Victor Romeo Charlie Uniform Oscar Golf Quebec,682-6890,"error: invalid date ""08:00""",Teal,Kaela,ACTIVE
340,Russia,Ustyuzhna,Oscar Whiskey Sierra November Mike Charlie Delta Romeo Juliett India Bravo Kilo Golf,706-5779,"error: invalid date ""08:00""",Orange,Lonee,ACTIVE
341,Indonesia,Beskolen,Foxtrot Alfa Juliett Bravo Charlie Echo Yankee Delta Kilo Romeo Victor Zulu Papa Golf Whiskey November Quebec,919-2827,"error: invalid date ""08:00""",Indigo,Riva,ACTIVE
342,China,Xinan,Lima Mike Uniform Whiskey Golf Hotel Echo Bravo Romeo November Victor Oscar India X-ray Papa Tango Juliett Kilo,461-8442,"error: invalid date ""08:00""",Pink,Harley,ACTIVE
343,Cyprus,Ýpsonas,Sierra Whiskey India Hotel November Mike Papa Victor Echo Golf Alfa Uniform Tango Oscar Kilo Quebec Zulu X-ray Lima Yankee,373-9005,"error: invalid date ""08:00""",Violet,Tasha,ACTIVE
344,Indonesia,Bulakan,X-ray Papa Uniform Bravo Yankee Mike November Oscar Zulu Victor Alfa Echo Tango Lima Kilo Quebec,473-6931,"error: invalid date ""08:00""",Green,Ulrica,ACTIVE
345,China,Anhua,Charlie Yankee Papa Tango Oscar X-ray Victor Juliett Foxtrot Quebec Hotel Uniform Golf,682-3255,"error: invalid date ""08:00""",Aquamarine,Ofella,ACTIVE
346,United States,Chicago,Romeo Juliett Whiskey Alfa November Mike Charlie Echo Foxtrot Tango Kilo Oscar Bravo Zulu Lima Quebec India,966-7204,"error: invalid date ""08:00""",Goldenrod,Waneta,ACTIVE
347,Russia,Ust’-Dzheguta,Alfa Mike Hotel Golf Sierra Papa Delta November Bravo Foxtrot,414-6445,"error: invalid date ""08:00""",Orange,Ursala,ACTIVE
348,Kazakhstan,Sayaq,Delta Sierra Uniform Lima Victor Echo Oscar X-ray Zulu Charlie Golf Bravo Yankee Hotel Whiskey Romeo,916-5116,"error: invalid date ""08:00""",Pink,Guillema,ACTIVE
349,Philippines,Sanghan,Tango Foxtrot November Victor Yankee Delta Papa Sierra Oscar Quebec Mike Charlie Golf,519-6553,"error: invalid date ""08:00""",Violet,Stefanie,ACTIVE
350,Brazil,Andradina,November Hotel Oscar Kilo Bravo Romeo Charlie Tango India Papa Yankee Mike Uniform Golf Echo Quebec Zulu Sierra,686-4885,"error: invalid date ""08:00""",Puce,Hedy,ACTIVE
351,Ukraine,Velyka Mykhaylivka,November Quebec Whiskey Papa Juliett Sierra Tango Romeo Lima Yankee India,178-5356,"error: invalid date ""08:00""",Red,Gina,ACTIVE
352,Japan,Ōmagari,Whiskey Yankee X-ray Bravo Golf India Delta Lima Kilo Victor Hotel Romeo Quebec Tango Charlie Alfa November Uniform Mike Oscar,845-1131,"error: invalid date ""08:00""",Orange,Oriana,ACTIVE
353,Indonesia,Sumbersewu,Whiskey Bravo Alfa India Lima Papa Tango Kilo Uniform Juliett Golf Foxtrot Hotel Oscar Romeo Sierra Zulu,365-3982,"error: invalid date ""08:00""",Fuscia,Aeriell,ACTIVE
354,Mexico,Francisco J Mujica,Sierra Echo Foxtrot Lima Bravo Uniform Victor November Papa Zulu Whiskey Romeo Charlie X-ray Quebec,306-1759,"error: invalid date ""08:00""",Orange,Brana,ACTIVE
355,Palestinian Territory,Bayt Wazan,Golf Delta Oscar Foxtrot Lima Tango Zulu Victor Kilo Romeo Bravo Echo X-ray Yankee Alfa,007-3851,"error: invalid date ""08:00""",Puce,Evelyn,ACTIVE
356,Norway,Moss,Bravo Delta X-ray Whiskey Echo Lima Sierra Zulu November Quebec,306-3351,"error: invalid date ""08:00""",Fuscia,Candice,ACTIVE
357,United States,Young America,Zulu Victor Whiskey Papa Foxtrot Lima Bravo Tango November Uniform Alfa Echo Hotel Juliett Quebec Kilo,521-6917,"error: invalid date ""08:00""",Purple,Joelly,ACTIVE
358,China,Xiaohebian,Bravo Oscar Alfa Echo Victor Zulu Tango Juliett Quebec Sierra Foxtrot Hotel Papa Whiskey Mike Delta Yankee,841-7935,"error: invalid date ""08:00""",Blue,Melli,ACTIVE
359,China,Zoumaling,Sierra Mike Victor Quebec Oscar November Alfa Kilo Papa Uniform Charlie Yankee Juliett Zulu Romeo Bravo Echo Delta X-ray Whiskey,234-2355,"error: invalid date ""08:00""",Puce,Jordana,ACTIVE
360,Argentina,Intendente Alvear,Bravo Alfa Delta Whiskey Quebec November Golf Tango Hotel Charlie X-ray,038-0625,"error: invalid date ""08:00""",Khaki,Minerva,ACTIVE
361,Sweden,Lidingö,Golf Charlie Sierra Zulu Echo Quebec Oscar Papa November Whiskey Yankee Uniform,743-8014,"error: invalid date ""08:00""",Blue,Quintina,ACTIVE
362,China,Jincheng,Echo Oscar Whiskey Charlie X-ray November Bravo Golf Uniform Tango Sierra Foxtrot Juliett Quebec Romeo,119-3858,"error: invalid date ""08:00""",Purple,Celestia,ACTIVE
363,Russia,Sorokino,Uniform Lima Papa Foxtrot Romeo Golf Mike Alfa November Hotel Kilo Whiskey,755-5195,"error: invalid date ""08:00""",Blue,Mireielle,ACTIVE
364,Ecuador,El Ángel,Victor November Bravo Kilo Tango Yankee Whiskey Delta Papa Hotel X-ray Zulu Alfa Oscar Charlie Romeo Echo Quebec Mike Foxtrot,346-9323,"error: invalid date ""08:00""",Maroon,Katharyn,ACTIVE
365,Czech Republic,Krupka,Whiskey Uniform Alfa Sierra November X-ray Delta India Mike Zulu Charlie Juliett Hotel Romeo Golf Foxtrot Echo,479-2819,"error: invalid date ""08:00""",Indigo,Flor,ACTIVE
366,Macedonia,Lukovo,Delta Yankee India Whiskey Mike Kilo Echo Romeo Oscar Zulu Golf Hotel Victor Bravo Lima Juliett Alfa Uniform Foxtrot Tango,149-2412,"error: invalid date ""08:00""",Turquoise,Nadean,ACTIVE
367,Sweden,Hallsberg,Zulu India Charlie Quebec Kilo Alfa Yankee Tango Uniform November Delta Bravo Whiskey Romeo Mike Lima Golf Papa X-ray Foxtrot,410-4939,"error: invalid date ""08:00""",Crimson,Valenka,ACTIVE
368,Thailand,Si That,Quebec November Uniform Golf X-ray Charlie Zulu Delta Mike Sierra Papa Hotel Tango Kilo Lima Bravo Whiskey Yankee Juliett India,300-6768,"error: invalid date ""08:00""",Mauv,Angele,ACTIVE
369,Russia,Biryulëvo Zapadnoye,Kilo Papa Yankee Golf Foxtrot Zulu Mike Alfa Tango Delta Charlie,181-8615,"error: invalid date ""08:00""",Fuscia,Jillayne,ACTIVE
370,China,Aba,Delta India Papa Lima Foxtrot Juliett Quebec Tango Golf Echo Uniform Yankee Victor Oscar,558-4465,"error: invalid date ""08:00""",Fuscia,Susannah,ACTIVE
371,China,Mayong,Bravo Kilo Papa November Quebec Echo Oscar Yankee Alfa Romeo Zulu,063-2258,"error: invalid date ""08:00""",Blue,Sibby,ACTIVE
372,China,Xi’an,Sierra Uniform Echo Tango Oscar Papa Juliett Zulu Golf Yankee X-ray Mike Alfa Romeo Hotel,338-6382,"error: invalid date ""08:00""",Mauv,Arleyne,ACTIVE
373,China,Wulin,Kilo Yankee Uniform Bravo Papa Hotel Victor Sierra Oscar Lima Mike Zulu Romeo Whiskey India November Echo Golf Foxtrot,910-0329,"error: invalid date ""08:00""",Maroon,Larine,ACTIVE
374,China,Xianghu,Juliett Bravo November Hotel Zulu Victor Yankee Delta Papa Kilo Uniform Quebec Romeo X-ray Tango,877-6467,"error: invalid date ""08:00""",Blue,Ellissa,ACTIVE
375,Philippines,Mianay,Sierra Whiskey Quebec Oscar Yankee X-ray Echo Foxtrot Romeo Uniform Bravo,508-0813,"error: invalid date ""08:00""",Aquamarine,Tanitansy,ACTIVE
376,Philippines,Alilem,Uniform November Hotel Papa Quebec Delta X-ray Juliett Sierra Kilo Lima Echo Alfa Victor Tango India Whiskey Bravo Yankee Zulu,220-1850,"error: invalid date ""08:00""",Blue,Frances,ACTIVE
377,Brazil,Caçador,Echo Lima Hotel Tango Bravo Golf X-ray Alfa Delta Kilo Quebec Sierra Charlie India November Whiskey Oscar Romeo Victor,743-8599,"error: invalid date ""08:00""",Turquoise,Gennie,ACTIVE
378,China,Taibai,Foxtrot India Whiskey Romeo Victor Kilo Juliett Delta Echo Charlie Alfa Mike Sierra,851-2502,"error: invalid date ""08:00""",Orange,Paola,ACTIVE
379,Argentina,Corralito,Kilo Mike Romeo Papa Uniform India Delta Hotel November Foxtrot Charlie,825-5964,"error: invalid date ""08:00""",Red,Roslyn,ACTIVE
380,Pakistan,Chak Two Hundred Forty-Nine TDA,Echo Yankee Oscar Quebec Bravo Papa Lima Hotel Victor Mike X-ray Uniform Foxtrot,459-3462,"error: invalid date ""08:00""",Teal,Garnette,ACTIVE
381,Nigeria,Ubiaja,Tango Whiskey November X-ray Kilo Bravo Hotel Uniform Mike Quebec Victor Juliett Papa India Echo Sierra,524-8236,"error: invalid date ""08:00""",Fuscia,Kelci,ACTIVE
382,Indonesia,Datarsitu,Uniform Zulu Sierra Victor November Quebec Delta Juliett Echo Golf Yankee Bravo Lima Alfa Hotel Mike X-ray Whiskey,657-4978,"error: invalid date ""08:00""",Violet,Marianne,ACTIVE
383,Cayman Islands,George Town,Uniform India Mike Bravo Whiskey Oscar Tango Quebec Kilo Sierra Zulu,798-0941,"error: invalid date ""08:00""",Teal,Roseline,ACTIVE
384,Spain,"Palmas De Gran Canaria, Las",Quebec Foxtrot Romeo Papa Tango Uniform November Charlie Delta Hotel X-ray Golf Juliett,236-9575,"error: invalid date ""08:00""",Orange,Maritsa,ACTIVE
385,Russia,Kochevo,Golf Kilo Delta November Whiskey X-ray Tango Alfa Victor Yankee Oscar Quebec Romeo Hotel India Lima,684-9154,"error: invalid date ""08:00""",Red,Enriqueta,ACTIVE
386,Yemen,Ḩabbān,Hotel Golf Victor Charlie Mike Bravo Papa Delta Whiskey India Kilo Foxtrot Lima X-ray,853-5736,"error: invalid date ""08:00""",Maroon,Minda,ACTIVE
387,China,Huoshaoping,Papa Bravo Lima Delta Whiskey Uniform Tango India Golf Mike Oscar Yankee Hotel November Charlie Foxtrot Juliett Zulu X-ray,211-5706,"error: invalid date ""08:00""",Indigo,Ladonna,ACTIVE
388,Russia,Leonidovo,Uniform Zulu India Yankee Kilo Alfa Sierra Romeo Charlie Hotel Tango Juliett November,897-0416,"error: invalid date ""08:00""",Pink,Pammy,ACTIVE
389,Brazil,Franca,Golf Foxtrot Sierra Papa Lima Bravo Yankee November Echo Kilo Quebec Zulu Charlie India Hotel Delta Whiskey,697-2347,"error: invalid date ""08:00""",Crimson,Mimi,ACTIVE
390,Colombia,María la Baja,Delta Golf Mike Sierra Yankee Kilo Lima Oscar Uniform India Charlie Papa Echo Romeo,789-9989,"error: invalid date ""08:00""",Mauv,Lauri,ACTIVE
391,El Salvador,Acajutla,Yankee Charlie Hotel Foxtrot Alfa Kilo Delta Mike X-ray Echo Whiskey India Lima Uniform Sierra November Victor Oscar Bravo,622-2306,"error: invalid date ""08:00""",Pink,Alis,ACTIVE
392,Sweden,Örebro,Golf Zulu Quebec Romeo Yankee Kilo Hotel India Papa Foxtrot Bravo Whiskey Mike Lima Alfa Tango November Oscar Sierra,648-2151,"error: invalid date ""08:00""",Indigo,Kerry,ACTIVE
393,United States,Fort Pierce,Whiskey Sierra Quebec Delta Golf Lima Yankee Mike Charlie Victor Kilo Papa Echo Romeo Juliett Uniform Foxtrot,948-2469,"error: invalid date ""08:00""",Crimson,Jacquetta,ACTIVE
394,Suriname,Brokopondo,Lima Kilo November Quebec Alfa Golf Uniform Foxtrot India Zulu Victor Bravo Delta Whiskey,145-8430,"error: invalid date ""08:00""",Yellow,Marrilee,ACTIVE
395,Poland,Lachowice,Victor Golf Mike Kilo India Romeo Lima Charlie Papa Echo Yankee Sierra Delta Uniform Foxtrot,171-9346,"error: invalid date ""08:00""",Turquoise,Stephine,ACTIVE
396,Russia,Pryamitsyno,Bravo Delta Yankee Victor X-ray Kilo Juliett Foxtrot Oscar Zulu,898-6646,"error: invalid date ""08:00""",Green,Gillan,ACTIVE
397,Greece,Kyriáki,Uniform Mike India Quebec Delta Oscar Charlie Tango Bravo Whiskey Echo Foxtrot Juliett Zulu Romeo Kilo X-ray Papa Sierra,292-1412,"error: invalid date ""08:00""",Teal,Ree,ACTIVE
398,China,Longsheng,India Yankee Charlie Mike Hotel Victor November Juliett Lima Oscar Echo Papa Foxtrot Golf,803-3868,"error: invalid date ""08:00""",Yellow,Doti,ACTIVE
399,China,Jingang,Tango Uniform Alfa Yankee Bravo Whiskey Lima Sierra Echo Charlie Foxtrot Zulu Mike X-ray Delta Oscar Quebec Hotel,786-1687,"error: invalid date ""08:00""",Indigo,Eve,ACTIVE
400,Indonesia,Cigalontang,Mike Foxtrot Romeo Quebec Whiskey Golf Victor Charlie Yankee Tango Hotel Kilo Alfa Papa Lima Delta Uniform,619-9290,"error: invalid date ""08:00""",Yellow,Alysia,ACTIVE
401,Afghanistan,Rabāţ-e Sangī-ye Pā’īn,Romeo Zulu X-ray Juliett Papa Bravo November India Sierra Echo Alfa Foxtrot Victor Whiskey Quebec Tango Uniform Charlie Yankee,022-4526,"error: invalid date ""08:00""",Orange,Gwennie,ACTIVE
